slug,name,environment,targetPath,targetFile,prompt,negativePrompt,characterReference,environmentReference
"tall-kneeling-face-pull-to-external-rotation","Tall-Kneeling Face Pull to External Rotation","home","backend/public/exercises/tall-kneeling-face-pull-to-external-rotation/tall_kneeling_face_pull_to_external_rotation.png","tall_kneeling_face_pull_to_external_rotation.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tall-Kneeling Face Pull to External Rotation. Training environment: home. Muscle focus: Shoulders. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Ancla la banda a la altura de la cara. RIGHT pose: Aprieta escápulas al final. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tall-kneeling-straight-arm-band-pulldown","Tall-Kneeling Straight-Arm Band Pulldown","home","backend/public/exercises/tall-kneeling-straight-arm-band-pulldown/tall_kneeling_straight_arm_band_pulldown.png","tall_kneeling_straight_arm_band_pulldown.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tall-Kneeling Straight-Arm Band Pulldown. Training environment: home. Muscle focus: Back. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Ancla la banda por encima de la cabeza y sujeta ambos extremos. RIGHT pose: Aprieta dorsales al final. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-banded-clamshell","Tempo Banded Clamshell","home","backend/public/exercises/tempo-banded-clamshell/tempo_banded_clamshell.png","tempo_banded_clamshell.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Banded Clamshell. Training environment: home. Muscle focus: Glutes. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Coloca una mini banda por encima de las rodillas. RIGHT pose: Evita girar la pelvis hacia atrás. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-banded-dead-bug-press","Tempo Banded Dead Bug Press","home","backend/public/exercises/tempo-banded-dead-bug-press/tempo_banded_dead_bug_press.png","tempo_banded_dead_bug_press.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Banded Dead Bug Press. Training environment: home. Muscle focus: Core. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Túmbate boca arriba con la banda anclada detrás o sujeta por las manos. RIGHT pose: Vuelve al centro y cambia de lado. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-banded-glute-bridge","Tempo Banded Glute Bridge","home","backend/public/exercises/tempo-banded-glute-bridge/tempo_banded_glute_bridge.png","tempo_banded_glute_bridge.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Banded Glute Bridge. Training environment: home. Muscle focus: Glutes. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Acuéstate boca arriba con banda sobre las rodillas. RIGHT pose: Mantén la apertura de la banda arriba. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-banded-good-morning","Tempo Banded Good Morning","home","backend/public/exercises/tempo-banded-good-morning/tempo_banded_good_morning.png","tempo_banded_good_morning.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Banded Good Morning. Training environment: home. Muscle focus: Glutes. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Pisa la banda y coloca el otro extremo sobre hombros o trapecios. RIGHT pose: Siente tensión en glúteos e isquios. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-banded-hip-abduction","Tempo Banded Hip Abduction","home","backend/public/exercises/tempo-banded-hip-abduction/tempo_banded_hip_abduction.png","tempo_banded_hip_abduction.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Banded Hip Abduction. Training environment: home. Muscle focus: Glutes. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Coloca la banda por encima de tobillos o rodillas. RIGHT pose: Vuelve lentamente manteniendo tensión en la banda. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-banded-pull-apart","Tempo Banded Pull Apart","home","backend/public/exercises/tempo-banded-pull-apart/tempo_banded_pull_apart.png","tempo_banded_pull_apart.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Banded Pull Apart. Training environment: home. Muscle focus: Shoulders. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Sujeta la banda con ambos brazos al frente. RIGHT pose: Aprieta las escápulas al final. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-bird-dog","Tempo Bird Dog","home","backend/public/exercises/tempo-bird-dog/tempo_bird_dog.png","tempo_bird_dog.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Bird Dog. Training environment: home. Muscle focus: Core. Category: Strength. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Colócate en cuadrupedia sobre una colchoneta. RIGHT pose: Haz una pausa breve con la pelvis estable. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-bird-dog-row","Tempo Bird Dog Row","home","backend/public/exercises/tempo-bird-dog-row/tempo_bird_dog_row.png","tempo_bird_dog_row.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Bird Dog Row. Training environment: home. Muscle focus: Back. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Colócate a cuatro apoyos con una mancuerna al lado. RIGHT pose: Evita rotar el torso durante el gesto. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-bodyweight-hip-hinge","Tempo Bodyweight Hip Hinge","home","backend/public/exercises/tempo-bodyweight-hip-hinge/tempo_bodyweight_hip_hinge.png","tempo_bodyweight_hip_hinge.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Bodyweight Hip Hinge. Training environment: home. Muscle focus: Legs. Category: Strength. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Ponte de pie con pies al ancho de caderas. RIGHT pose: Siente tensión en la parte posterior de las piernas. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-brisk-walk-intervals","Tempo Brisk Walk Intervals","outdoor","backend/public/exercises/tempo-brisk-walk-intervals/tempo_brisk_walk_intervals.png","tempo_brisk_walk_intervals.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Brisk Walk Intervals. Training environment: outdoor. Muscle focus: Full Body. Category: Cardio. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Camina a ritmo cómodo durante unos minutos para entrar en calor. RIGHT pose: Mantén postura alta y braceo natural. Minimal premium outdoor fitness background with the SAME scene for every outdoor exercise: calm park training area, smooth neutral pavement, soft daylight, blurred greenery in the distance, no crowd, no vehicles, no playground distractions, clean composition. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, gym machines, cable station, indoor studio, living room furniture, bedroom, cluttered home interior, rain, dramatic sky","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_outside.png"
"tempo-contralateral-supported-single-leg-deadlift","Tempo Contralateral Supported Single-Leg Deadlift","home","backend/public/exercises/tempo-contralateral-supported-single-leg-deadlift/tempo_contralateral_supported_single_leg_deadlift.png","tempo_contralateral_supported_single_leg_deadlift.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Contralateral Supported Single-Leg Deadlift. Training environment: home. Muscle focus: Legs. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Sujeta una mancuerna en la mano opuesta a la pierna de apoyo. RIGHT pose: Desciende hasta donde controles. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-dead-bug-heel-taps","Tempo Dead Bug Heel Taps","home","backend/public/exercises/tempo-dead-bug-heel-taps/tempo_dead_bug_heel_taps.png","tempo_dead_bug_heel_taps.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Dead Bug Heel Taps. Training environment: home. Muscle focus: Core. Category: Strength. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Acuéstate boca arriba con piernas elevadas a 90 grados. RIGHT pose: Vuelve al centro y alterna el otro lado. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-dumbbell-floor-press","Tempo Dumbbell Floor Press","home","backend/public/exercises/tempo-dumbbell-floor-press/tempo_dumbbell_floor_press.png","tempo_dumbbell_floor_press.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Dumbbell Floor Press. Training environment: home. Muscle focus: Chest. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Túmbate con una mancuerna en cada mano. RIGHT pose: Baja hasta tocar suavemente el suelo con los tríceps. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-dumbbell-pullover-on-floor","Tempo Dumbbell Pullover on Floor","home","backend/public/exercises/tempo-dumbbell-pullover-on-floor/tempo_dumbbell_pullover_on_floor.png","tempo_dumbbell_pullover_on_floor.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Dumbbell Pullover on Floor. Training environment: home. Muscle focus: Back. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Túmbate con una mancuerna sostenida con ambas manos sobre el pecho. RIGHT pose: Vuelve al inicio activando dorsales y pecho. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"tempo-dumbbell-sit-to-stand","Tempo Dumbbell Sit-to-Stand","home","backend/public/exercises/tempo-dumbbell-sit-to-stand/tempo_dumbbell_sit_to_stand.png","tempo_dumbbell_sit_to_stand.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Tempo Dumbbell Sit-to-Stand. Training environment: home. Muscle focus: Legs. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate en una silla o banco estable con una mancuerna junto al pecho. RIGHT pose: Aprieta glúteos al final del recorrido. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
